Temperature,Humidity,WindSpeed,LightIntensity,FlowerDensity,PollenAvailability,Region,TimeOfDay,PollinatorActivity
24.2,67.63,6.32,966.45,37.62,31.12,Forest,Evening,Medium
28.75,55.35,7.32,962.81,40.9,15.56,Urban,Morning,Medium
29.71,75.27,1.85,235.43,59.76,29.81,Forest,Morning,Medium
37.38,32.31,5.94,938.51,39.68,24.74,Rural,Evening,Medium
32.75,35.04,17.06,728.59,60.93,11.16,Urban,Morning,Medium
25.12,22.33,10.9,934.3,51.91,20.66,Rural,Morning,High
23.51,44.51,0.0,509.64,48.32,46.82,Rural,Afternoon,Medium
30.46,57.43,14.08,893.56,18.54,27.03,Forest,Evening,Medium
21.4,56.54,13.45,953.15,33.61,48.0,Forest,Morning,Medium
37.16,57.24,6.2,594.6,62.05,10.56,Forest,Morning,High
33.9,33.83,11.59,705.33,36.36,32.51,Rural,Morning,Medium
25.65,67.05,3.7,505.44,74.11,0.0,Urban,Evening,Low
19.43,58.59,5.65,1195.49,96.93,25.0,Forest,Afternoon,High
34.77,66.0,15.49,663.92,63.13,31.31,Forest,Evening,Medium
27.43,26.61,6.64,423.39,79.86,33.38,Urban,Afternoon,Medium
34.19,59.67,0.0,485.25,64.41,17.01,Rural,Morning,High
20.03,37.18,7.68,738.03,39.31,35.39,Rural,Evening,Medium
25.0,49.04,7.61,926.0,54.0,19.66,Urban,Afternoon,Medium
28.03,63.02,13.99,299.25,90.27,23.36,Forest,Morning,Medium
28.23,56.37,8.07,1200.0,39.53,20.67,Urban,Morning,High
25.75,42.23,5.89,792.6,29.21,13.64,Forest,Evening,Medium
31.11,55.09,13.23,839.94,27.32,40.7,Urban,Afternoon,Medium
22.66,32.03,8.6,670.84,45.65,25.48,Rural,Morning,Medium
27.29,72.25,4.25,705.78,29.93,35.87,Rural,Morning,Medium
28.6,51.92,13.77,655.52,83.48,35.45,Rural,Morning,High
30.57,71.78,8.97,1005.34,54.33,15.32,Rural,Afternoon,High
31.56,47.1,8.01,697.62,69.43,37.16,Urban,Afternoon,High
22.38,47.15,8.89,930.12,44.03,30.03,Urban,Morning,Medium
20.33,43.54,2.65,569.85,27.2,14.59,Forest,Afternoon,Medium
34.39,68.14,5.36,758.69,23.81,29.49,Urban,Morning,Medium
29.66,44.36,8.02,458.82,31.84,14.77,Forest,Morning,Medium
24.26,64.67,7.03,1064.96,56.95,41.06,Urban,Afternoon,Medium
35.76,49.26,14.36,449.88,60.4,33.14,Urban,Afternoon,Medium
28.58,25.36,9.09,602.51,62.06,24.29,Urban,Evening,Medium
33.9,46.45,12.27,605.51,20.23,37.65,Urban,Evening,Medium
28.34,37.31,8.05,593.81,49.99,9.18,Rural,Afternoon,Medium
38.3,55.51,13.28,916.75,29.48,17.51,Urban,Afternoon,Medium
36.78,37.14,9.99,605.0,58.03,22.48,Forest,Afternoon,High
26.76,68.89,8.07,1118.18,59.58,47.36,Rural,Afternoon,High
32.86,53.63,7.93,454.46,26.56,14.3,Urban,Morning,Medium
31.23,52.34,3.23,750.81,69.36,7.93,Urban,Morning,Medium
34.84,64.84,10.53,467.26,96.78,10.56,Forest,Evening,Medium
23.18,69.46,7.8,826.29,66.7,34.06,Rural,Afternoon,Medium
31.43,54.7,5.49,695.22,46.74,19.06,Rural,Evening,Medium
33.29,43.43,13.53,653.48,43.67,23.41,Rural,Afternoon,Medium
19.21,28.39,1.75,1056.54,45.82,32.63,Rural,Afternoon,High
22.08,44.71,5.89,503.7,34.79,23.42,Forest,Afternoon,Medium
17.8,45.74,13.14,875.95,55.05,27.04,Urban,Morning,Medium
26.65,56.61,9.58,469.31,27.23,30.35,Urban,Evening,Low
31.59,49.82,7.76,733.81,12.21,20.69,Rural,Afternoon,Medium
35.51,65.32,9.26,341.33,54.39,23.34,Forest,Evening,Medium
28.37,45.81,8.9,501.24,50.42,27.42,Urban,Evening,Low
36.14,54.14,0.42,675.36,38.58,33.68,Rural,Morning,High
21.1,72.76,6.25,1200.0,24.35,17.08,Rural,Morning,Medium
19.48,60.13,16.08,730.24,55.79,0.0,Forest,Afternoon,Medium
27.72,54.1,4.7,1196.4,30.2,31.8,Forest,Evening,Medium
29.92,45.97,6.41,766.1,47.22,34.28,Forest,Morning,High
27.84,45.5,5.29,583.87,85.3,27.0,Rural,Evening,Medium
17.66,42.24,7.56,1161.81,63.02,27.68,Forest,Evening,Medium
27.55,46.88,5.08,831.11,22.62,19.36,Rural,Afternoon,Medium
21.48,66.33,10.43,507.18,24.5,30.0,Urban,Evening,Low
31.35,51.67,8.99,841.17,53.04,33.53,Rural,Morning,High
29.83,34.75,11.87,612.22,22.49,25.56,Rural,Afternoon,Medium
23.3,81.52,2.75,103.29,10.0,49.91,Urban,Afternoon,Low
25.43,59.8,6.3,980.79,60.65,9.36,Forest,Afternoon,High
22.7,33.9,6.87,1028.48,56.42,26.63,Forest,Morning,Medium
27.69,48.37,10.28,1200.0,59.01,13.26,Rural,Afternoon,High
32.78,56.66,4.03,826.64,55.26,33.8,Rural,Evening,High
23.07,80.57,12.58,625.38,48.69,9.19,Urban,Afternoon,Low
30.52,38.38,13.93,950.5,36.76,11.66,Forest,Morning,High
25.35,69.64,3.06,954.95,60.32,18.67,Urban,Morning,Medium
24.04,75.99,5.55,1191.48,80.6,27.66,Rural,Afternoon,High
27.46,45.57,5.34,686.61,39.98,19.05,Rural,Evening,Medium
22.82,50.84,21.16,650.33,29.59,19.15,Urban,Morning,Low
25.23,39.46,5.85,485.34,27.3,23.19,Urban,Morning,Medium
22.01,51.95,16.39,861.24,32.67,22.58,Forest,Morning,Medium
37.82,54.45,1.67,235.52,54.05,39.87,Urban,Afternoon,Medium
28.18,64.89,3.05,932.83,10.0,31.86,Forest,Morning,High
24.5,71.35,4.57,876.35,58.78,21.75,Forest,Morning,Medium
29.07,43.78,3.77,875.52,62.88,45.97,Urban,Morning,High
27.44,25.49,6.66,741.47,14.04,29.92,Urban,Afternoon,Medium
26.9,54.68,4.46,1159.89,30.42,15.31,Forest,Morning,High
31.07,59.4,3.9,961.6,51.59,27.57,Urban,Morning,High
31.79,58.74,13.79,517.88,47.13,30.36,Forest,Afternoon,Medium
25.35,50.1,14.12,523.25,60.39,18.12,Forest,Afternoon,Medium
25.12,56.87,12.75,436.1,47.18,14.47,Rural,Evening,Low
26.62,77.73,10.62,865.38,75.3,25.86,Forest,Morning,High
16.49,60.73,8.46,399.96,43.58,21.4,Rural,Afternoon,Low
20.42,49.4,5.51,1025.02,30.34,39.79,Urban,Evening,Low
34.83,47.5,3.23,1096.89,28.73,32.41,Forest,Morning,High
36.22,52.45,9.81,436.3,64.71,18.59,Forest,Afternoon,High
26.75,79.55,2.13,644.34,50.59,29.26,Urban,Afternoon,Medium
30.88,52.25,3.03,704.99,62.67,37.67,Urban,Morning,High
29.56,54.7,13.76,965.19,62.26,11.06,Urban,Morning,Medium
40.0,47.77,17.5,1182.8,10.0,14.77,Forest,Evening,Medium
33.6,71.48,9.97,194.35,27.2,24.89,Urban,Morning,Medium
27.36,84.4,13.53,604.55,29.59,25.36,Urban,Morning,Medium
23.22,61.76,6.77,620.19,33.68,24.48,Rural,Morning,Medium
19.97,56.24,1.31,279.8,41.59,21.89,Rural,Afternoon,Low
29.02,55.55,11.06,554.47,69.98,21.74,Forest,Evening,Medium
24.22,20.0,10.85,828.33,73.97,28.84,Urban,Evening,Medium
20.89,66.18,8.36,616.4,44.14,36.34,Urban,Evening,Low
24.77,57.01,6.79,236.61,44.97,20.19,Rural,Afternoon,Medium
22.59,61.43,12.81,1200.0,35.89,49.38,Forest,Morning,High
36.44,44.33,3.07,779.85,51.78,44.61,Urban,Afternoon,High
32.41,49.23,4.13,733.51,54.05,38.29,Forest,Evening,Medium
27.96,48.83,2.96,370.62,66.13,31.22,Rural,Morning,High
35.4,70.32,8.42,778.21,65.97,45.08,Urban,Morning,High
28.39,49.32,2.56,650.74,10.0,22.1,Rural,Evening,Medium
23.69,86.24,4.58,133.44,46.95,16.67,Rural,Morning,Low
35.62,61.46,4.47,378.92,77.68,19.74,Rural,Afternoon,Medium
30.69,35.86,6.7,938.48,41.24,14.97,Urban,Evening,Medium
22.81,53.07,0.56,1200.0,72.78,26.22,Forest,Afternoon,High
27.05,45.22,8.44,810.15,43.87,28.0,Urban,Morning,Medium
23.62,22.08,14.24,1030.92,53.5,27.01,Rural,Evening,Medium
21.09,78.99,8.68,653.27,27.26,24.88,Forest,Morning,Medium
32.63,65.55,15.71,674.04,28.02,26.33,Rural,Evening,Medium
37.55,63.0,14.67,1027.29,64.51,42.36,Urban,Evening,Medium
21.01,57.48,11.89,1198.83,67.64,31.2,Forest,Evening,Medium
30.81,34.27,8.37,1090.33,50.53,34.23,Urban,Evening,Medium
24.75,47.75,8.11,380.09,25.45,26.91,Forest,Evening,Low
25.56,67.63,11.82,679.91,50.88,8.84,Rural,Morning,Medium
25.04,39.23,6.04,783.26,75.14,6.86,Rural,Evening,Medium
23.68,20.0,0.0,622.1,84.86,45.83,Rural,Afternoon,High
28.24,51.59,10.46,816.36,43.67,19.68,Urban,Evening,Low
23.85,52.87,2.34,946.17,16.8,18.83,Urban,Afternoon,Medium
29.35,57.03,3.19,1000.84,66.81,27.46,Rural,Morning,High
27.75,65.93,8.0,1200.0,44.48,30.5,Rural,Evening,Medium
26.81,64.56,7.52,601.17,68.86,31.77,Forest,Evening,Medium
23.46,58.88,0.94,290.79,55.62,42.74,Forest,Afternoon,Medium
25.12,72.93,8.83,807.47,32.33,40.01,Urban,Evening,Low
31.78,32.22,12.83,1200.0,51.16,16.89,Forest,Morning,High
30.5,62.57,2.36,556.91,76.17,34.69,Urban,Morning,High
23.11,64.4,14.36,906.05,47.02,21.16,Urban,Evening,Low
28.5,36.41,0.2,908.72,29.3,23.62,Forest,Afternoon,High
31.76,32.46,18.59,757.43,18.23,14.06,Forest,Morning,Medium
19.65,43.81,5.94,702.08,34.56,8.07,Forest,Evening,Low
30.72,45.08,8.73,422.97,41.8,24.68,Rural,Afternoon,Medium
24.69,66.3,0.0,100.0,66.4,15.44,Rural,Afternoon,Low
30.85,45.78,7.69,366.44,27.58,34.28,Forest,Morning,Medium
24.18,42.15,9.14,582.91,81.08,22.19,Rural,Evening,Medium
18.98,45.83,7.57,1029.23,23.26,28.09,Urban,Morning,Medium
19.86,71.78,5.18,669.06,96.63,38.68,Rural,Afternoon,High
28.24,55.2,3.27,544.29,84.51,10.15,Rural,Morning,Medium
29.3,52.31,13.65,432.7,52.82,17.75,Rural,Evening,Low
23.48,53.35,8.15,897.04,17.05,26.81,Urban,Morning,Medium
31.19,74.38,15.7,1107.51,48.89,28.13,Urban,Afternoon,Medium
19.69,43.76,5.37,1019.03,42.26,36.03,Forest,Morning,High
27.67,74.73,5.83,881.84,24.51,33.67,Rural,Afternoon,Medium
21.94,58.16,12.08,257.32,55.82,25.97,Rural,Afternoon,Low
24.74,52.59,0.0,594.5,33.53,28.03,Urban,Afternoon,Medium
28.24,90.0,1.93,1200.0,35.7,28.31,Rural,Morning,High
23.7,39.17,13.49,1036.59,45.93,10.3,Urban,Evening,Low
26.08,49.69,2.14,238.75,38.5,23.44,Rural,Afternoon,Medium
33.03,36.51,0.0,683.32,91.56,27.48,Forest,Morning,High
25.12,69.29,17.34,808.93,39.29,29.59,Urban,Afternoon,Medium
32.18,80.34,1.03,471.35,58.82,15.76,Urban,Morning,Medium
22.35,80.05,8.92,100.0,52.91,12.31,Urban,Afternoon,Low
30.65,73.36,8.35,729.65,57.06,22.65,Rural,Morning,High
35.21,52.04,0.0,463.67,58.58,44.67,Forest,Afternoon,High
15.64,49.52,6.66,464.85,67.63,16.81,Urban,Afternoon,Low
24.02,29.93,10.24,593.6,55.33,36.74,Forest,Afternoon,Medium
30.89,85.54,9.77,659.9,54.5,40.85,Urban,Evening,Medium
26.98,62.03,12.52,697.28,51.17,25.45,Forest,Morning,Medium
29.86,47.62,6.06,434.8,47.23,18.2,Rural,Evening,Medium
24.98,74.92,11.56,633.94,31.76,30.13,Rural,Morning,Medium
28.43,40.41,4.55,172.77,48.78,26.95,Forest,Afternoon,Medium
27.22,61.1,0.95,793.31,54.83,16.41,Forest,Morning,High
33.84,52.41,1.51,100.0,58.04,18.41,Rural,Morning,Medium
29.27,64.58,0.69,613.15,53.61,29.54,Forest,Afternoon,High
29.69,54.05,13.05,975.76,45.34,34.33,Forest,Afternoon,High
25.94,33.24,0.43,382.2,48.86,21.77,Forest,Afternoon,Medium
25.56,56.13,9.37,914.93,38.93,24.31,Urban,Morning,Medium
25.84,70.73,6.67,1046.72,56.26,31.69,Forest,Afternoon,High
29.97,54.56,7.49,100.0,45.58,23.28,Urban,Afternoon,Medium
25.9,66.63,14.82,654.59,53.61,22.01,Rural,Morning,Medium
29.45,39.32,5.81,100.0,70.02,17.45,Rural,Evening,Medium
38.38,54.61,11.06,664.54,35.81,17.27,Rural,Morning,High
32.36,45.63,8.19,697.85,61.93,50.0,Forest,Morning,High
26.37,66.2,7.24,100.0,50.66,23.04,Rural,Morning,Medium
34.01,55.47,19.5,1200.0,90.42,38.65,Urban,Afternoon,High
25.96,65.35,0.79,785.8,45.67,41.84,Urban,Morning,High
17.81,71.32,14.45,445.29,63.9,23.16,Forest,Evening,Low
22.96,65.37,11.28,1139.61,50.31,28.68,Urban,Morning,Medium
18.65,59.1,5.6,161.32,22.23,26.02,Urban,Morning,Low
26.24,40.03,16.15,331.25,39.59,8.88,Rural,Afternoon,Low
28.09,54.96,0.0,100.0,67.61,9.48,Urban,Afternoon,Medium
36.38,47.0,5.39,1200.0,41.35,25.49,Rural,Evening,High
29.63,49.84,1.96,799.7,10.0,20.75,Rural,Morning,Medium
26.9,49.38,10.06,897.82,49.37,43.92,Urban,Morning,High
32.15,40.3,2.43,790.3,28.15,22.63,Urban,Morning,Medium
16.94,25.64,10.17,872.13,52.64,44.51,Forest,Morning,High
29.18,44.98,7.07,723.42,81.02,20.24,Forest,Morning,High
31.85,57.9,5.6,781.28,65.39,44.12,Urban,Morning,High
20.61,34.78,9.94,732.28,80.73,30.06,Rural,Afternoon,Medium
33.72,55.24,6.66,517.42,38.77,30.63,Rural,Evening,Medium
29.69,83.5,2.56,686.01,47.14,19.88,Forest,Morning,Medium
25.92,70.35,22.01,782.08,29.11,30.77,Rural,Morning,Medium
31.16,79.65,5.56,733.16,36.32,41.93,Forest,Afternoon,High
39.35,60.87,0.0,256.67,31.46,23.55,Rural,Morning,Medium
28.91,72.51,3.79,296.5,23.87,21.61,Urban,Afternoon,Low
29.24,44.14,1.66,1024.85,77.32,22.53,Urban,Evening,Medium
25.7,45.33,12.13,607.9,10.0,41.2,Rural,Morning,Medium
23.75,20.0,9.61,875.42,77.4,33.55,Forest,Evening,Medium
32.15,72.79,9.99,372.36,74.92,39.48,Urban,Morning,Medium
23.72,78.1,6.15,258.06,60.0,28.14,Forest,Evening,Low
28.36,46.7,6.6,446.92,27.71,25.39,Urban,Evening,Low
25.61,51.19,6.15,633.23,18.36,29.24,Rural,Morning,Medium
30.39,43.69,7.59,500.46,39.03,35.7,Urban,Evening,Medium
29.67,60.74,12.18,1088.18,62.5,22.53,Rural,Afternoon,High
33.19,71.87,9.68,753.86,50.06,38.69,Forest,Afternoon,Medium
25.45,28.86,10.5,1200.0,29.13,28.66,Urban,Evening,Medium
26.65,61.14,10.5,821.32,72.96,0.94,Forest,Evening,Medium
23.11,50.85,12.42,100.0,83.69,33.83,Forest,Afternoon,Medium
25.78,56.7,9.44,1016.81,45.47,12.28,Rural,Morning,Medium
29.89,61.88,9.79,247.13,52.19,33.59,Forest,Afternoon,Medium
31.78,52.18,13.94,769.16,19.82,34.02,Urban,Evening,Medium
23.39,53.45,4.67,467.59,41.71,28.3,Rural,Afternoon,Medium
32.35,51.79,3.72,1200.0,60.21,30.44,Rural,Morning,High
34.78,69.55,2.07,1131.88,57.1,35.99,Rural,Afternoon,High
30.07,61.28,8.91,477.45,39.85,20.04,Forest,Morning,Medium
37.38,58.31,0.0,661.79,44.52,32.93,Urban,Evening,Medium
24.13,35.94,10.31,773.38,41.06,36.63,Urban,Afternoon,Medium
21.78,49.32,7.45,959.02,44.43,42.6,Urban,Afternoon,Medium
19.11,68.48,13.67,708.75,58.46,13.94,Rural,Morning,Medium
35.48,55.57,4.64,392.53,10.65,29.09,Rural,Afternoon,Medium
31.27,64.89,6.98,484.73,48.51,15.39,Urban,Afternoon,Medium
27.72,81.5,13.61,698.66,57.0,14.96,Forest,Morning,Medium
29.4,70.58,14.92,1070.34,38.59,28.59,Rural,Afternoon,Medium
22.37,56.4,4.6,828.35,40.41,25.77,Urban,Morning,Medium
40.0,47.34,8.91,467.98,40.99,36.45,Forest,Evening,Medium
28.65,20.0,9.47,894.51,40.42,21.54,Rural,Afternoon,High
28.55,52.47,9.87,583.9,50.12,23.66,Rural,Morning,Medium
31.63,50.11,6.69,967.12,52.58,27.12,Rural,Morning,High
30.41,60.86,14.41,1200.0,10.0,16.38,Urban,Afternoon,Medium
29.12,52.69,0.0,592.35,63.06,17.77,Rural,Morning,High
24.05,50.19,5.89,940.48,44.2,36.16,Rural,Evening,Medium
30.36,28.31,10.24,476.38,88.66,19.51,Forest,Evening,Medium
37.41,40.9,10.29,666.32,26.17,36.82,Urban,Afternoon,Medium
34.73,62.15,14.76,708.87,32.65,31.07,Forest,Evening,Medium
35.97,80.74,13.99,641.89,45.94,9.52,Rural,Afternoon,Medium
25.44,53.54,6.57,1200.0,58.26,30.3,Urban,Afternoon,Medium
23.05,59.92,14.5,608.02,10.98,30.22,Urban,Morning,Low
27.37,69.29,4.43,876.06,33.42,29.23,Rural,Morning,Medium
28.28,42.84,12.65,120.97,61.83,23.58,Urban,Morning,Medium
33.47,60.5,17.05,829.6,31.04,15.6,Urban,Morning,Medium
19.54,43.89,14.07,1042.62,77.4,38.46,Forest,Afternoon,Medium
35.65,67.97,8.53,541.72,40.92,23.98,Urban,Morning,Medium
27.21,57.27,6.34,100.0,32.01,16.17,Urban,Morning,Medium
25.87,59.48,0.36,688.4,62.2,29.57,Forest,Evening,Medium
22.94,43.26,9.55,705.16,82.15,17.57,Rural,Afternoon,Medium
19.73,65.61,2.42,917.22,58.33,15.51,Forest,Evening,Medium
32.12,86.27,4.03,1200.0,75.21,21.25,Rural,Evening,High
28.37,39.88,2.05,585.98,83.53,18.35,Rural,Evening,Medium
21.55,49.9,5.7,443.11,31.56,15.88,Rural,Morning,Low
21.52,58.47,7.86,349.92,68.77,33.06,Forest,Afternoon,Medium
26.32,66.8,9.37,759.42,19.53,23.86,Rural,Evening,Low
36.35,46.61,5.0,843.81,58.5,37.52,Forest,Evening,Medium
26.7,20.0,13.35,536.3,48.57,16.45,Forest,Afternoon,Medium
20.48,75.39,6.96,933.6,74.86,7.72,Rural,Morning,High
26.77,66.41,4.06,839.62,73.45,26.49,Rural,Evening,Medium
26.64,28.86,9.13,712.97,61.4,43.56,Forest,Afternoon,Medium
14.52,45.89,17.82,429.28,55.97,30.31,Forest,Morning,Low
27.73,78.52,9.68,555.44,60.17,50.0,Rural,Morning,High
26.85,76.72,6.19,100.0,51.24,28.32,Rural,Morning,Medium
31.48,69.08,0.36,770.74,48.78,27.36,Rural,Morning,High
37.24,52.36,6.9,707.9,78.85,3.45,Forest,Morning,High
33.63,56.24,9.17,756.54,81.26,29.28,Forest,Afternoon,High
26.66,53.04,6.06,851.3,47.17,26.69,Forest,Morning,High
22.47,71.92,0.0,815.75,54.75,20.93,Rural,Evening,Medium
40.0,41.86,3.75,666.89,51.63,23.63,Urban,Afternoon,Medium
28.3,42.91,15.27,714.6,17.77,24.32,Urban,Evening,Low
28.07,70.15,15.17,278.71,43.27,23.2,Urban,Evening,Low
27.88,54.33,3.57,524.88,81.99,45.9,Urban,Morning,Medium
28.99,75.68,11.36,715.14,35.0,21.29,Urban,Morning,Medium
27.28,44.93,2.11,479.24,92.29,26.69,Forest,Afternoon,High
25.13,54.18,15.02,958.05,73.44,20.96,Rural,Afternoon,Medium
25.27,41.16,9.23,502.41,58.03,32.83,Rural,Evening,Medium
27.84,55.11,12.75,764.89,61.22,26.77,Rural,Morning,High
25.28,32.82,0.0,734.97,31.66,22.2,Rural,Morning,Medium
24.44,47.69,11.39,923.88,44.7,5.74,Rural,Evening,Low
28.53,33.46,7.96,970.24,78.83,27.43,Urban,Morning,High
26.73,65.41,12.26,908.21,37.71,21.9,Rural,Afternoon,Medium
35.52,65.75,12.57,100.0,71.22,24.39,Rural,Evening,Medium
14.75,29.05,8.33,1058.24,22.46,13.18,Urban,Morning,Medium
33.46,75.01,5.0,1158.19,26.04,39.33,Rural,Evening,High
34.23,90.0,11.9,555.36,88.03,33.57,Urban,Morning,Medium
17.63,55.69,7.7,770.99,49.76,39.31,Urban,Morning,Medium
26.29,45.38,3.64,432.75,39.23,36.47,Forest,Morning,Medium
26.14,90.0,3.4,115.49,77.25,30.92,Rural,Afternoon,Medium
20.96,35.22,0.61,478.39,74.92,13.58,Rural,Evening,Low
24.11,55.3,5.45,537.96,68.42,43.43,Rural,Afternoon,Medium
22.45,57.69,13.51,593.54,38.6,15.72,Urban,Afternoon,Low
36.76,75.18,8.89,412.33,44.26,22.32,Forest,Evening,Medium
32.68,60.4,5.35,479.97,56.23,32.07,Rural,Evening,Medium
34.36,47.52,12.02,696.7,63.89,32.57,Urban,Morning,High
31.61,40.73,3.84,468.93,39.83,30.72,Urban,Morning,Medium
22.35,49.87,8.48,863.06,53.41,21.0,Urban,Evening,Low
25.38,39.9,7.1,904.5,55.35,18.93,Urban,Morning,Medium
30.45,55.72,11.9,1200.0,75.74,50.0,Forest,Morning,High
21.89,46.54,0.11,1037.7,65.09,24.61,Forest,Evening,Medium
31.56,32.59,3.75,772.93,19.86,23.38,Urban,Afternoon,Medium
26.8,73.83,0.0,513.92,45.73,17.86,Rural,Evening,Medium
26.13,47.53,6.7,788.12,31.42,27.45,Forest,Evening,Medium
31.55,35.98,14.06,797.98,61.36,26.98,Rural,Afternoon,High
30.22,52.48,5.47,546.01,68.46,24.84,Rural,Morning,High
26.2,56.03,5.45,935.12,52.03,28.82,Forest,Afternoon,High
33.8,28.8,12.36,280.57,44.64,42.64,Rural,Afternoon,Medium
22.59,59.97,13.34,626.68,51.38,19.05,Forest,Evening,Low
31.08,39.29,7.56,866.76,54.18,25.43,Forest,Morning,High
30.97,80.67,11.42,613.72,37.2,18.52,Rural,Morning,Medium
26.45,62.86,2.62,637.97,25.63,27.95,Rural,Afternoon,Medium
29.63,49.0,14.89,658.66,10.0,19.32,Urban,Evening,Low
21.74,43.82,18.74,449.32,75.34,19.75,Forest,Afternoon,Medium
32.62,53.43,10.61,1052.17,59.93,10.4,Rural,Morning,High
27.08,64.19,0.0,394.59,57.25,25.98,Forest,Morning,High
25.39,54.62,5.21,795.45,75.3,29.3,Urban,Evening,Medium
33.25,51.74,11.06,824.09,24.89,43.6,Urban,Evening,Medium
24.48,55.88,5.89,415.41,15.29,29.7,Urban,Afternoon,Low
20.96,45.94,14.36,721.93,57.68,20.5,Urban,Evening,Low
20.22,49.85,10.94,427.11,55.87,11.4,Urban,Afternoon,Low
31.03,23.71,4.47,1117.31,15.37,12.79,Urban,Evening,Medium
21.6,69.61,8.16,358.37,57.19,12.04,Urban,Afternoon,Low
36.77,59.48,3.53,503.83,42.0,43.78,Urban,Morning,Medium
17.59,43.4,7.09,332.73,33.86,27.88,Forest,Morning,Low
36.48,83.48,5.23,292.69,43.33,19.17,Rural,Morning,Medium
29.06,56.31,13.87,1177.36,10.0,15.4,Forest,Morning,Medium
27.52,39.46,18.58,862.83,38.17,16.44,Forest,Morning,Medium
25.28,67.85,0.84,742.09,35.91,18.91,Rural,Morning,Medium
30.0,60.97,0.0,503.03,61.14,38.16,Rural,Evening,Medium
27.81,60.92,6.77,972.28,46.84,24.7,Urban,Evening,Medium
33.52,48.61,0.41,452.73,62.78,10.53,Rural,Evening,Medium
28.57,61.76,8.23,938.09,10.0,48.1,Forest,Afternoon,High
28.75,51.07,11.74,438.25,33.22,13.6,Urban,Evening,Low
26.18,63.34,15.47,506.65,61.12,19.09,Forest,Evening,Low
27.72,26.43,9.01,927.48,43.82,38.1,Rural,Afternoon,High
29.54,48.49,7.03,959.15,66.91,29.15,Forest,Afternoon,High
19.45,80.83,0.0,879.24,13.91,20.3,Forest,Morning,Medium
21.26,43.49,8.13,385.1,64.62,12.69,Urban,Evening,Low
31.72,45.94,8.36,565.98,37.22,15.33,Urban,Evening,Low
28.85,48.28,11.19,747.07,35.28,15.94,Forest,Afternoon,Medium
27.08,36.78,4.46,445.22,69.82,25.07,Rural,Morning,Medium
28.09,21.88,5.82,1111.29,73.24,26.91,Urban,Evening,Medium
29.74,51.54,0.61,100.0,70.69,23.51,Forest,Afternoon,Medium
25.3,57.04,0.0,466.38,90.77,24.61,Urban,Afternoon,Medium
24.11,54.21,2.46,547.13,75.34,14.49,Urban,Evening,Medium
28.98,52.83,0.15,100.0,34.09,27.93,Rural,Afternoon,Medium
23.11,55.65,9.68,281.13,52.83,37.81,Forest,Afternoon,Medium
30.04,70.34,5.41,887.59,42.8,23.37,Forest,Evening,Medium
19.49,52.14,5.31,709.09,90.58,23.18,Forest,Morning,Medium
33.15,46.39,3.08,1171.94,72.1,25.83,Forest,Evening,High
30.36,50.78,0.0,1163.57,46.22,36.18,Forest,Morning,High
29.28,63.69,15.54,829.91,67.56,16.05,Urban,Afternoon,Medium
32.91,76.18,3.0,793.97,25.36,39.51,Urban,Evening,Medium
36.33,45.58,5.94,719.78,55.01,29.21,Urban,Evening,Medium
33.07,56.48,0.73,100.0,31.24,25.29,Urban,Morning,Medium
18.8,60.08,12.86,281.63,16.23,37.13,Rural,Afternoon,Low
21.6,40.11,8.72,730.2,65.69,13.18,Rural,Evening,Medium
24.88,55.31,3.87,884.81,68.17,30.22,Forest,Evening,Medium
28.13,33.01,6.04,786.9,59.14,29.3,Rural,Afternoon,Medium
30.59,28.46,16.39,432.26,46.34,15.65,Urban,Morning,Medium
24.37,60.5,7.64,981.22,24.67,29.61,Urban,Evening,Low
28.93,49.24,7.09,1144.73,26.77,27.83,Urban,Afternoon,High
24.22,58.03,3.29,981.4,30.61,23.21,Urban,Evening,Low
24.94,54.73,0.0,996.88,45.33,33.63,Urban,Evening,Medium
20.97,40.35,7.2,532.23,71.52,19.28,Forest,Evening,Medium
23.38,54.32,9.63,1022.78,71.21,27.7,Forest,Morning,High
21.24,36.5,13.5,743.73,17.03,23.68,Urban,Afternoon,Medium
23.12,75.86,0.0,853.47,36.14,18.85,Forest,Evening,Medium
33.27,34.66,2.37,809.63,35.6,30.03,Rural,Evening,Medium
23.25,52.06,5.1,663.55,10.0,22.92,Rural,Evening,Medium
40.0,39.37,7.98,442.0,61.32,10.27,Urban,Morning,High
30.47,63.56,7.27,675.36,45.08,6.99,Forest,Evening,Medium
28.92,50.03,7.39,996.03,47.74,32.89,Urban,Afternoon,Medium
23.71,47.22,10.04,567.56,76.92,12.79,Forest,Morning,Medium
31.5,67.8,3.48,968.0,51.77,27.79,Urban,Afternoon,Medium
25.12,55.44,12.67,921.12,41.39,25.55,Urban,Evening,Low
28.61,62.75,10.17,610.32,61.44,21.31,Urban,Evening,Medium
40.0,40.28,6.4,1116.64,71.18,44.57,Rural,Morning,High
27.52,33.93,16.0,593.34,55.93,26.8,Forest,Evening,Medium
33.75,56.61,15.78,1152.86,63.78,32.56,Forest,Afternoon,High
24.48,50.22,12.66,830.24,47.09,27.85,Rural,Afternoon,Medium
27.83,64.4,0.0,695.24,48.36,22.68,Rural,Afternoon,Medium
36.85,53.8,15.89,433.66,52.26,24.81,Forest,Evening,Medium
24.87,58.08,11.97,673.52,34.94,39.59,Forest,Evening,Medium
